country,Year,GDP.per.capita.PPP.current.international,polity2
Mongolia,2008,3585.313138,10
Mongolia,2009,3522.252738,10
Mongolia,2010,NA,NA
Morocco,2000,2580.479943,-6
Morocco,2001,2803.570833,-6
Morocco,2002,2908.671213,-6
Morocco,2003,3122.177497,-6
Morocco,2004,3325.468275,-6
Morocco,2005,3496.678174,-6
Morocco,2006,3843.47382,-6
Morocco,2007,4032.560636,-6
Morocco,2008,4296.971193,-6
Morocco,2009,4494.424874,-6
Morocco,2010,NA,NA
Marshall Islands,2000,NA,NA
Marshall Islands,2001,NA,NA
Marshall Islands,2002,NA,NA
Marshall Islands,2003,NA,NA
Marshall Islands,2004,NA,NA
Marshall Islands,2005,NA,NA
Marshall Islands,2006,NA,NA
Marshall Islands,2007,NA,NA
Marshall Islands,2008,NA,NA
Marshall Islands,2009,NA,NA
Marshall Islands,2010,NA,NA
Myanmar,2000,NA,-7
Myanmar,2001,NA,-7
Myanmar,2002,NA,-7
Myanmar,2003,NA,-7
Myanmar,2004,NA,-8
Myanmar,2005,NA,-8
Myanmar,2006,NA,-8
Myanmar,2007,NA,-8
Myanmar,2008,NA,-6
Myanmar,2009,NA,-6
Myanmar,2010,NA,NA
Mozambique,2000,447.4149578,5
Mozambique,2001,498.4332429,5
Mozambique,2002,536.503597,5
Mozambique,2003,565.6857588,5
Mozambique,2004,611.2985675,5
Mozambique,2005,667.4549482,5
Mozambique,2006,730.7941192,5
Mozambique,2007,791.7453443,5
Mozambique,2008,843.7755213,5
Mozambique,2009,885.1995191,5
Mozambique,2010,NA,NA
Namibia,2000,4135.741601,6
Namibia,2001,4192.473548,6
Namibia,2002,4378.371434,6
Namibia,2003,4575.245617,6
Namibia,2004,5184.178233,6
Namibia,2005,5389.171736,6
Namibia,2006,5843.933573,6
Namibia,2007,6245.769711,6
Namibia,2008,6527.532933,6
Namibia,2009,6410.093899,6
Namibia,2010,NA,NA
Nepal,2000,801.8357632,6
Nepal,2001,839.8953571,6
Nepal,2002,835.6984896,-6
Nepal,2003,868.373419,-6
Nepal,2004,915.4111618,-6
Nepal,2005,955.9273737,-6
Nepal,2006,1003.90575,6
Nepal,2007,1053.017861,6
Nepal,2008,1113.029043,6
Nepal,2009,1154.698544,6
Nepal,2010,NA,NA
Nicaragua,2000,1884.834924,8
Nicaragua,2001,1955.582166,8
Nicaragua,2002,1974.889552,8
Nicaragua,2003,2041.339651,8
Nicaragua,2004,2182.642883,8
Nicaragua,2005,2322.341258,8
Nicaragua,2006,2460.122957,8
Nicaragua,2007,2591.597079,9
Nicaragua,2008,2810.801153,9
Nicaragua,2009,2641.27778,9
Nicaragua,2010,NA,NA
Nigeria,2000,1290.276388,4
Nigeria,2001,1327.72461,4
Nigeria,2002,1337.336745,4
Nigeria,2003,1470.860543,4
Nigeria,2004,1633.067648,4
Nigeria,2005,1736.545767,4
Nigeria,2006,1859.391285,4
Nigeria,2007,1999.352005,4
Nigeria,2008,2115.654722,4
Nigeria,2009,2203.347561,4
Nigeria,2010,NA,NA
Niger,2000,524.0051947,5
Niger,2001,554.970395,5
Niger,2002,561.7734869,5
Niger,2003,584.1827007,5
Niger,2004,580.7395064,6
Niger,2005,604.8077819,6
Niger,2006,636.3216602,6
Niger,2007,654.082322,6
Niger,2008,703.7741025,6
Niger,2009,689.839228,-3
Niger,2010,NA,NA
Netherlands Antilles,2000,NA,10
Netherlands Antilles,2001,NA,10
Netherlands Antilles,2002,NA,10
Netherlands Antilles,2003,NA,10
Netherlands Antilles,2004,NA,10
Netherlands Antilles,2005,NA,10
Netherlands Antilles,2006,NA,10
Netherlands Antilles,2007,NA,10
Netherlands Antilles,2008,NA,10
Netherlands Antilles,2009,NA,10
Netherlands Antilles,2010,NA,NA
Oman,2000,15869.15767,-9
Oman,2001,17149.25334,-9
Oman,2002,17582.30786,-8
Oman,2003,17717.96977,-8
Oman,2004,18515.57873,-8
Oman,2005,19533.34049,-8
Oman,2006,20861.78243,-8
Oman,2007,22568.44741,-8
Oman,2008,25462.14744,-8
Oman,2009,NA,-8
Oman,2010,NA,NA
Pakistan,2000,1711.903462,-6
Pakistan,2001,1742.883353,-6
Pakistan,2002,1784.749789,-5
Pakistan,2003,1866.036076,-5
Pakistan,2004,2011.245477,-5
Pakistan,2005,2184.359576,-5
Pakistan,2006,2343.98094,-5
Pakistan,2007,2507.776782,2
Pakistan,2008,2548.319718,5
Pakistan,2009,2608.585647,5
Pakistan,2010,NA,NA
Palau,2000,NA,NA
Palau,2001,NA,NA
Palau,2002,NA,NA
Palau,2003,NA,NA
Palau,2004,NA,NA
Palau,2005,NA,NA
Palau,2006,NA,NA
Palau,2007,NA,NA
Palau,2008,NA,NA
Palau,2009,NA,NA
Palau,2010,NA,NA
Panama,2000,7220.976867,9
Panama,2001,7288.146308,9
Panama,2002,7432.652433,9
Panama,2003,7769.726759,9
Panama,2004,8439.158762,9
Panama,2005,9185.559726,9
Panama,2006,10117.94527,9
Panama,2007,11536.51398,9
Panama,2008,12840.58953,9
Panama,2009,13057.09285,9
Panama,2010,NA,NA
Paraguay,2000,3358.543016,7
Paraguay,2001,3434.777661,7
Paraguay,2002,3419.625051,7
Paraguay,2003,3556.69322,8
Paraguay,2004,3735.756912,8
Paraguay,2005,3896.599278,8
Paraguay,2006,4119.64207,8
Paraguay,2007,4466.28531,8
Paraguay,2008,4743.747218,8
Paraguay,2009,4522.52073,8
Paraguay,2010,NA,NA
Peru,2000,4886.3398,5
Peru,2001,4934.728238,9
Peru,2002,5192.779224,9
Peru,2003,5444.204247,9
Peru,2004,5800.876848,9
Peru,2005,6323.361338,9
Peru,2006,6949.511855,9
Peru,2007,7733.82321,9
Peru,2008,8575.586012,9
Peru,2009,8629.49079,9
Peru,2010,NA,NA
Philippines,2000,2293.033105,8
Philippines,2001,2339.521229,8
Philippines,2002,2435.675325,8
Philippines,2003,2561.529438,8
Philippines,2004,2749.839876,8
Philippines,2005,2926.974618,8
Philippines,2006,3124.99135,8
Philippines,2007,3396.685621,8
Philippines,2008,3535.569184,8
Philippines,2009,3541.70222,8
Philippines,2010,NA,NA
Palestinian Adm. Areas,2000,NA,NA
Palestinian Adm. Areas,2001,NA,NA
Palestinian Adm. Areas,2002,NA,NA
Palestinian Adm. Areas,2003,NA,NA
Palestinian Adm. Areas,2004,NA,NA
Palestinian Adm. Areas,2005,NA,NA
Palestinian Adm. Areas,2006,NA,NA
Palestinian Adm. Areas,2007,NA,NA
Palestinian Adm. Areas,2008,NA,NA
Palestinian Adm. Areas,2009,NA,NA
Palestinian Adm. Areas,2010,NA,NA
Papua New Guinea,2000,1726.098485,4
Papua New Guinea,2001,1717.588688,4
Papua New Guinea,2002,1698.386555,4
Papua New Guinea,2003,1728.077632,4
Papua New Guinea,2004,1780.210828,4
Papua New Guinea,2005,1859.10258,4
Papua New Guinea,2006,1921.6184,4
Papua New Guinea,2007,2079.830281,4
Papua New Guinea,2008,2214.508129,4
Papua New Guinea,2009,2281.466103,4
Papua New Guinea,2010,NA,NA
Poland,2000,10512.6585,9
Poland,2001,10951.30829,9
Poland,2002,11563.12502,10
Poland,2003,11982.00497,10
Poland,2004,13013.83659,10
Poland,2005,13784.16246,10
Poland,2006,15063.78512,10
Poland,2007,16760.19522,10
Poland,2008,18020.8314,10
Poland,2009,18905.34126,10
Poland,2010,NA,NA
"Korea, Dem. Rep.",2000,NA,-9
"Korea, Dem. Rep.",2001,NA,-9
"Korea, Dem. Rep.",2002,NA,-9
"Korea, Dem. Rep.",2003,NA,-9
"Korea, Dem. Rep.",2004,NA,-9
"Korea, Dem. Rep.",2005,NA,-9
"Korea, Dem. Rep.",2006,NA,-9
"Korea, Dem. Rep.",2007,NA,-9
"Korea, Dem. Rep.",2008,NA,-9
"Korea, Dem. Rep.",2009,NA,-9
"Korea, Dem. Rep.",2010,NA,NA
Qatar,2000,55053.5147,-10
Qatar,2001,55352.65124,-10
Qatar,2002,57073.09302,-10
Qatar,2003,56462.05035,-10
Qatar,2004,64396.20789,-10
Qatar,2005,64452.38002,-10
Qatar,2006,69842.44902,-10
Qatar,2007,80536.34908,-10
Qatar,2008,91712.3201,-10
Qatar,2009,91378.73617,-10
Qatar,2010,NA,NA
"Korea, Rep.",2000,17197.08006,8
"Korea, Rep.",2001,18151.01291,8
"Korea, Rep.",2002,19655.6681,8
"Korea, Rep.",2003,20181.06397,8
"Korea, Rep.",2004,21630.34873,8
"Korea, Rep.",2005,22783.27005,8
"Korea, Rep.",2006,24286.27154,8
"Korea, Rep.",2007,26190.81141,8
"Korea, Rep.",2008,26876.52423,8
"Korea, Rep.",2009,27099.77758,8
"Korea, Rep.",2010,NA,NA
Romania,2000,5660.415621,8
Romania,2001,6417.24012,8
Romania,2002,7012.554143,8
Romania,2003,7676.586044,8
Romania,2004,8733.309607,9
Romania,2005,9359.47019,9
Romania,2006,11127.69491,9
Romania,2007,12686.13575,9
Romania,2008,14756.71441,9
Romania,2009,14277.99733,9
Romania,2010,NA,NA
Russian Federation,2000,6832.747128,6
Russian Federation,2001,7361.248209,6
Russian Federation,2002,8029.473646,6
Russian Federation,2003,9237.374999,6
Russian Federation,2004,10246.11798,6
Russian Federation,2005,11852.80594,6
Russian Federation,2006,15007.69771,6
Russian Federation,2007,16801.68164,4
Russian Federation,2008,20350.68716,4
Russian Federation,2009,18932.05464,4
Russian Federation,2010,NA,NA
Rwanda,2000,596.1698239,-4
Rwanda,2001,633.4684725,-4
Rwanda,2002,695.4385781,-4
Rwanda,2003,713.7889605,-3
Rwanda,2004,776.3413063,-3
Rwanda,2005,860.0209517,-3
Rwanda,2006,946.7513699,-3
Rwanda,2007,1006.3299,-3
Rwanda,2008,1112.192477,-3
Rwanda,2009,1136.031353,-3
Rwanda,2010,NA,NA
South Africa,2000,6772.809107,9
South Africa,2001,6971.677904,9
South Africa,2002,7244.218372,9
South Africa,2003,7522.253615,9
South Africa,2004,7992.767104,9
South Africa,2005,8596.830871,9
South Africa,2006,9269.283408,9
South Africa,2007,10002.54334,9
South Africa,2008,10480.86125,9
South Africa,2009,10277.76247,9
South Africa,2010,NA,NA
El Salvador,2000,4594.464521,7
El Salvador,2001,4757.155098,7
El Salvador,2002,4928.345158,7
El Salvador,2003,5132.451267,7
El Salvador,2004,5357.420161,7
El Salvador,2005,5686.733102,7
El Salvador,2006,6094.122666,7
El Salvador,2007,6566.252885,7
El Salvador,2008,6842.661492,7
El Salvador,2009,6629.33272,8
El Salvador,2010,NA,NA
Saudi Arabia,2000,17489.93082,-10
Saudi Arabia,2001,17595.72582,-10
Saudi Arabia,2002,17517.56071,-10
Saudi Arabia,2003,18849.39823,-10
Saudi Arabia,2004,19963.67538,-10
Saudi Arabia,2005,21219.71082,-10
Saudi Arabia,2006,22067.36492,-10
Saudi Arabia,2007,22748.33139,-10
Saudi Arabia,2008,23671.29094,-10
Saudi Arabia,2009,23479.51065,-10
Saudi Arabia,2010,NA,NA
Senegal,2000,1297.80362,8
Senegal,2001,1352.120228,8
Senegal,2002,1347.563352,8
Senegal,2003,1430.691559,8
Senegal,2004,1518.006044,8
Senegal,2005,1614.030979,8
Senegal,2006,1664.171546,8
Senegal,2007,1757.67214,7
Senegal,2008,1807.551901,7
Senegal,2009,1816.57492,7
Senegal,2010,NA,NA
Seychelles,2000,16169.78355,NA
Seychelles,2001,16146.6767,NA
Seychelles,2002,16112.34324,NA
Seychelles,2003,15659.00193,NA
Seychelles,2004,15700.74916,NA
Seychelles,2005,17352.22369,NA
Seychelles,2006,19013.87662,NA
Seychelles,2007,21463.07712,NA
Seychelles,2008,21255.26547,NA
Seychelles,2009,19587.02393,NA
Seychelles,2010,NA,NA
Sierra Leone,2000,368.4916187,0
Sierra Leone,2001,431.0852242,2
Sierra Leone,2002,537.1750158,5
Sierra Leone,2003,575.3649014,5
Sierra Leone,2004,611.1569704,5
Sierra Leone,2005,652.8737532,5
Sierra Leone,2006,700.7123767,5
Sierra Leone,2007,750.1197928,7
Sierra Leone,2008,788.6480987,7
Sierra Leone,2009,807.9551378,7
Sierra Leone,2010,NA,NA
Singapore,2000,32612.35472,-2
Singapore,2001,31685.60764,-2
Singapore,2002,33233.76335,-2
Singapore,2003,35654.73158,-2
Singapore,2004,39677.13233,-2
Singapore,2005,45374.30275,-2
Singapore,2006,49330.29843,-2
Singapore,2007,53116.49611,-2
Singapore,2008,52382.12159,-2
Singapore,2009,50632.80663,-2
Singapore,2010,NA,NA
St. Kitts and Nevis,2000,10735.81801,NA
St. Kitts and Nevis,2001,10760.59939,NA
St. Kitts and Nevis,2002,10905.78594,NA
St. Kitts and Nevis,2003,11193.16446,NA
St. Kitts and Nevis,2004,12316.83097,NA
St. Kitts and Nevis,2005,13157.51357,NA
St. Kitts and Nevis,2006,14217.07921,NA
St. Kitts and Nevis,2007,14880.25202,NA
St. Kitts and Nevis,2008,15780.77265,NA
St. Kitts and Nevis,2009,14526.71319,NA
St. Kitts and Nevis,2010,NA,NA
Slovak Republic,2000,10995.59792,9
Slovak Republic,2001,12062.9311,9
Slovak Republic,2002,12955.50931,9
Slovak Republic,2003,13587.62262,9
Slovak Republic,2004,14648.14084,9
Slovak Republic,2005,16163.60121,9
Slovak Republic,2006,18384.40548,10
Slovak Republic,2007,20910.94232,10
Slovak Republic,2008,23312.03291,10
Slovak Republic,2009,22881.68422,10
Slovak Republic,2010,NA,NA
St. Lucia,2000,7391.158388,NA
St. Lucia,2001,7085.378589,NA
St. Lucia,2002,7366.442244,NA
St. Lucia,2003,7606.977225,NA
St. Lucia,2004,8170.537762,NA
St. Lucia,2005,8683.269407,NA
St. Lucia,2006,9376.734882,NA
St. Lucia,2007,9818.583313,NA
St. Lucia,2008,10007.06673,NA
St. Lucia,2009,9604.658818,NA
St. Lucia,2010,NA,NA
Slovenia,2000,17471.9804,10
Slovenia,2001,18342.4173,10
Slovenia,2002,19712.25461,10
Slovenia,2003,20454.1737,10
Slovenia,2004,22203.78666,10
Slovenia,2005,23497.61003,10
Slovenia,2006,25444.74168,10
Slovenia,2007,27238.36217,10
Slovenia,2008,29117.35535,10
Slovenia,2009,27132.96693,10
Slovenia,2010,NA,NA
San Marino,2000,NA,NA
San Marino,2001,NA,NA
San Marino,2002,NA,NA
San Marino,2003,NA,NA
San Marino,2004,NA,NA
San Marino,2005,NA,NA
San Marino,2006,NA,NA
San Marino,2007,NA,NA
San Marino,2008,NA,NA
San Marino,2009,NA,NA
San Marino,2010,NA,NA
Solomon Islands,2000,1971.832822,0
Solomon Islands,2001,1806.5084,0
Solomon Islands,2002,1737.756321,0
Solomon Islands,2003,1841.696135,NA
Solomon Islands,2004,1935.839049,8
Solomon Islands,2005,2055.467126,8
Solomon Islands,2006,2212.938674,8
Solomon Islands,2007,2471.037705,8
Solomon Islands,2008,2643.428526,8
Solomon Islands,2009,2546.62131,8
Solomon Islands,2010,NA,NA
Somalia,2000,NA,0
Somalia,2001,NA,0
Somalia,2002,NA,0
Somalia,2003,NA,0
Somalia,2004,NA,0
Somalia,2005,NA,0
Somalia,2006,NA,0
Somalia,2007,NA,0
Somalia,2008,NA,0
Somalia,2009,NA,0
Somalia,2010,NA,NA
Sri Lanka,2000,2719.185849,5
Sri Lanka,2001,2725.727966,6
Sri Lanka,2002,2860.95744,6
Sri Lanka,2003,3055.538122,5
Sri Lanka,2004,3264.041617,5
Sri Lanka,2005,3545.881168,5
Sri Lanka,2006,3898.720864,6
Sri Lanka,2007,4279.733957,6
Sri Lanka,2008,4599.897782,6
Sri Lanka,2009,4771.610488,6
Sri Lanka,2010,NA,NA
Sao Tome and Principe,2000,NA,NA
Sao Tome and Principe,2001,1036.998177,NA
Sao Tome and Principe,2002,1155.711758,NA
Sao Tome and Principe,2003,1223.532611,NA
Sao Tome and Principe,2004,1318.871468,NA
Sao Tome and Principe,2005,1416.489881,NA
Sao Tome and Principe,2006,1535.003792,NA
Sao Tome and Principe,2007,1656.053508,NA
Sao Tome and Principe,2008,1762.049461,NA
Sao Tome and Principe,2009,1819.985148,NA
Sao Tome and Principe,2010,NA,NA
Sudan,2000,1174.576307,-7
Sudan,2001,1247.979861,-7
Sudan,2002,1309.088022,-6
Sudan,2003,1404.485839,-6
Sudan,2004,1487.806687,-6
Sudan,2005,1600.978106,-4
Sudan,2006,1800.283166,-4
Sudan,2007,2006.187452,-4
Sudan,2008,2141.801336,-4
Sudan,2009,2209.694931,-4
Sudan,2010,NA,NA
Suriname,2000,4411.405186,NA
Suriname,2001,4650.392405,NA
Suriname,2002,4884.373828,NA
Suriname,2003,5216.317575,NA
Suriname,2004,5718.745836,NA
Suriname,2005,6067.360382,NA
Suriname,2006,6506.068386,NA
Suriname,2007,7007.206695,NA
Suriname,2008,7458.996865,NA
Suriname,2009,NA,NA
Suriname,2010,NA,NA
St. Vincent and the Grenadines,2000,5367.997461,NA
St. Vincent and the Grenadines,2001,5606.844453,NA
St. Vincent and the Grenadines,2002,5907.894708,NA
St. Vincent and the Grenadines,2003,6208.93725,NA
St. Vincent and the Grenadines,2004,6791.630228,NA
St. Vincent and the Grenadines,2005,7155.2253,NA
St. Vincent and the Grenadines,2006,8080.403999,NA
St. Vincent and the Grenadines,2007,9044.630619,NA
St. Vincent and the Grenadines,2008,9336.285391,NA
St. Vincent and the Grenadines,2009,9153.700097,NA
St. Vincent and the Grenadines,2010,NA,NA
Swaziland,2000,3574.242797,-9
Swaziland,2001,3648.902094,-9
Swaziland,2002,3745.894175,-9
Swaziland,2003,3951.322984,-9
Swaziland,2004,4138.767734,-9
Swaziland,2005,4334.677568,-9
Swaziland,2006,4554.360297,-9
Swaziland,2007,4813.5942,-9
Swaziland,2008,4965.992945,-9
Swaziland,2009,4998.406349,-9
Swaziland,2010,NA,NA
Syrian Arab Republic,2000,3302.016151,-7
Syrian Arab Republic,2001,3458.287247,-7
Syrian Arab Republic,2002,3553.446158,-7
Syrian Arab Republic,2003,3583.985357,-7
Syrian Arab Republic,2004,3782.316075,-7
Syrian Arab Republic,2005,3954.188693,-7
Syrian Arab Republic,2006,4187.066881,-7
Syrian Arab Republic,2007,4403.111192,-7
Syrian Arab Republic,2008,4618.668234,-7
Syrian Arab Republic,2009,4729.969479,-7
Syrian Arab Republic,2010,NA,NA
Tajikistan,2000,888.4708767,-1
Tajikistan,2001,990.0811434,-1
Tajikistan,2002,1085.942755,-1
Tajikistan,2003,1209.322179,-3
Tajikistan,2004,1359.656303,-3
Tajikistan,2005,1480.26388,-3
Tajikistan,2006,1612.810741,-3
Tajikistan,2007,1771.375255,-3
Tajikistan,2008,1922.039863,-3
Tajikistan,2009,1972.083459,-3
Tajikistan,2010,NA,NA
Tanzania,2000,767.4192944,-1
Tanzania,2001,810.6384941,-1
Tanzania,2002,859.9548318,-1
Tanzania,2003,913.8280375,-1
Tanzania,2004,986.268703,-1
Tanzania,2005,1064.575162,-1
Tanzania,2006,1140.887084,-1
Tanzania,2007,1228.911898,-1
Tanzania,2008,1310.890487,-1
Tanzania,2009,1362.375308,-1
Tanzania,2010,NA,NA
Thailand,2000,4935.4434,9
Thailand,2001,5103.96932,9
Thailand,2002,5399.005519,9
Thailand,2003,5836.963276,9
Thailand,2004,6309.310764,9
Thailand,2005,6750.936237,9
Thailand,2006,7267.399768,-5
Thailand,2007,7831.364852,-1
Thailand,2008,8150.130923,4
Thailand,2009,7995.083518,4
Thailand,2010,NA,NA
Turkmenistan,2000,2058.344309,-9
Turkmenistan,2001,2499.327788,-9
Turkmenistan,2002,2898.220949,-9
Turkmenistan,2003,3415.280809,-9
Turkmenistan,2004,4055.529641,-9
Turkmenistan,2005,4668.107639,-9
Turkmenistan,2006,5295.615507,-9
Turkmenistan,2007,6041.309521,-9
Turkmenistan,2008,6732.00507,-9
Turkmenistan,2009,7241.996615,-9
Turkmenistan,2010,NA,NA
Togo,2000,702.2202306,-2
Togo,2001,696.1048572,-2
Togo,2002,716.8625198,-2
Togo,2003,732.9558811,-2
Togo,2004,757.054832,-2
Togo,2005,772.0294157,-4
Togo,2006,807.6309445,-4
Togo,2007,830.1562203,-4
Togo,2008,842.4332207,-4
Togo,2009,850.3345287,-4
Togo,2010,NA,NA
Tonga,2000,3408.720451,NA
Tonga,2001,3590.918132,NA
Tonga,2002,3757.512093,NA
Tonga,2003,3908.104295,NA
Tonga,2004,4030.606363,NA
Tonga,2005,4097.88307,NA
Tonga,2006,4228.785631,NA
Tonga,2007,4298.818423,NA
Tonga,2008,4460.269208,NA
Tonga,2009,4465.577958,NA
Tonga,2010,NA,NA
Trinidad and Tobago,2000,12294.02618,10
Trinidad and Tobago,2001,13038.23875,10
Trinidad and Tobago,2002,14261.12484,10
Trinidad and Tobago,2003,16614.07801,10
Trinidad and Tobago,2004,18371.30089,10
Trinidad and Tobago,2005,20013.89973,10
Trinidad and Tobago,2006,23368.32291,10
Trinidad and Tobago,2007,25184.77791,10
Trinidad and Tobago,2008,26225.14256,10
Trinidad and Tobago,2009,25571.65922,10
Trinidad and Tobago,2010,NA,NA
Tunisia,2000,4825.763531,-3
Tunisia,2001,5119.272737,-3
Tunisia,2002,5229.924542,-4
Tunisia,2003,5606.536354,-4
Tunisia,2004,6056.614086,-4
Tunisia,2005,6444.814158,-4
Tunisia,2006,6962.321454,-4
Tunisia,2007,7584.037192,-4
Tunisia,2008,8028.917335,-4
Tunisia,2009,8272.502009,-4
Tunisia,2010,NA,NA
Turkey,2000,8866.09444,7
Turkey,2001,8318.316727,7
Turkey,2002,8364.170058,7
Turkey,2003,8478.566031,7
Turkey,2004,9801.973988,7
Turkey,2005,10977.29346,7
Turkey,2006,12409.87283,7
Turkey,2007,13374.30829,7
Turkey,2008,14388.55162,7
Turkey,2009,13667.87955,7
Turkey,2010,NA,NA
Tuvalu,2000,NA,NA
Tuvalu,2001,NA,NA
Tuvalu,2002,NA,NA
Tuvalu,2003,NA,NA
Tuvalu,2004,NA,NA
Tuvalu,2005,NA,NA
Tuvalu,2006,NA,NA
Tuvalu,2007,NA,NA
Tuvalu,2008,NA,NA
Tuvalu,2009,NA,NA
Tuvalu,2010,NA,NA
United Arab Emirates,2000,39568.71867,-8
United Arab Emirates,2001,39036.78284,-8
United Arab Emirates,2002,38694.09771,-8
United Arab Emirates,2003,42179.834,-8
United Arab Emirates,2004,45559.16352,-8
United Arab Emirates,2005,48992.43698,-8
United Arab Emirates,2006,53122.56467,-8
United Arab Emirates,2007,56539.46715,-8
United Arab Emirates,2008,59083.51048,-8
United Arab Emirates,2009,57743.7236,-8
United Arab Emirates,2010,NA,NA
Uganda,2000,678.4447979,-4
Uganda,2001,707.1286059,-4
Uganda,2002,756.7783539,-4
Uganda,2003,796.9593706,-4
Uganda,2004,847.3408075,-4
Uganda,2005,901.1871457,-1
Uganda,2006,997.7372281,-1
Uganda,2007,1082.739551,-1
Uganda,2008,1164.037327,-1
Uganda,2009,1217.175336,-1
Uganda,2010,NA,NA
Ukraine,2000,3276.440374,6
Ukraine,2001,3695.964797,6
Ukraine,2002,3990.77972,6
Ukraine,2003,4496.352241,6
Ukraine,2004,5222.756176,6
Ukraine,2005,5583.399175,6
Ukraine,2006,6227.809671,7
Ukraine,2007,6991.675829,7
Ukraine,2008,7334.162022,7
Ukraine,2009,6317.837635,7
Ukraine,2010,NA,NA
Uruguay,2000,8517.189979,10
Uruguay,2001,8356.441986,10
Uruguay,2002,7835.177421,10
Uruguay,2003,8080.690706,10
Uruguay,2004,8730.35328,10
Uruguay,2005,9682.791069,10
Uruguay,2006,10402.64806,10
Uruguay,2007,11529.14119,10
Uruguay,2008,12747.82495,10
Uruguay,2009,13189.12771,10
Uruguay,2010,NA,NA
Uzbekistan,2000,1446.862182,-9
Uzbekistan,2001,1522.234486,-9
Uzbekistan,2002,1589.438723,-9
Uzbekistan,2003,1672.311771,-9
Uzbekistan,2004,1830.887131,-9
Uzbekistan,2005,2000.937289,-9
Uzbekistan,2006,2190.185322,-9
Uzbekistan,2007,2445.167336,-9
Uzbekistan,2008,2679.036242,-9
Uzbekistan,2009,2874.835648,-9
Uzbekistan,2010,NA,NA
Vanuatu,2000,3386.36266,NA
Vanuatu,2001,3268.981302,NA
Vanuatu,2002,3100.498089,NA
Vanuatu,2003,3195.15332,NA
Vanuatu,2004,3337.055183,NA
Vanuatu,2005,3528.908859,NA
Vanuatu,2006,3804.303318,NA
Vanuatu,2007,4092.882624,NA
Vanuatu,2008,4336.0302,NA
Vanuatu,2009,4438.37515,NA
Vanuatu,2010,NA,NA
"Venezuela, RB",2000,8477.734116,7
"Venezuela, RB",2001,8799.87943,6
"Venezuela, RB",2002,8003.840858,6
"Venezuela, RB",2003,7408.881303,6
"Venezuela, RB",2004,8855.872091,6
"Venezuela, RB",2005,9924.462109,6
"Venezuela, RB",2006,11069.78389,5
"Venezuela, RB",2007,12178.7833,5
"Venezuela, RB",2008,12829.11724,5
"Venezuela, RB",2009,12322.92493,-3
"Venezuela, RB",2010,NA,NA
Samoa,2000,2711.647325,NA
Samoa,2001,2953.571486,NA
Samoa,2002,3122.226875,NA
Samoa,2003,3333.833408,NA
Samoa,2004,3587.879903,NA
Samoa,2005,3858.314693,NA
Samoa,2006,4068.66428,NA
Samoa,2007,4304.849846,NA
Samoa,2008,4620.51049,NA
Samoa,2009,4405.335111,NA
Samoa,2010,NA,NA
"Yemen, Rep.",2000,1827.970748,-2
"Yemen, Rep.",2001,1898.982659,-2
"Yemen, Rep.",2002,1947.525773,-2
"Yemen, Rep.",2003,1992.46027,-2
"Yemen, Rep.",2004,2069.564953,-2
"Yemen, Rep.",2005,2193.964919,-2
"Yemen, Rep.",2006,2271.478533,-2
"Yemen, Rep.",2007,2358.008152,-2
"Yemen, Rep.",2008,2426.798394,-2
"Yemen, Rep.",2009,2469.589389,-2
"Yemen, Rep.",2010,NA,NA
Serbia,2000,5815.126305,7
Serbia,2001,6290.800825,7
Serbia,2002,6645.339013,7
Serbia,2003,6969.561752,6
Serbia,2004,7780.121744,6
Serbia,2005,8515.322104,6
Serbia,2006,9439.836297,6
Serbia,2007,10234.77745,8
Serbia,2008,11827.46967,8
Serbia,2009,11893.16586,8
Serbia,2010,NA,NA
Zambia,2000,887.0844337,1
Zambia,2001,928.8971788,5
Zambia,2002,953.045969,5
Zambia,2003,1000.738679,5
Zambia,2004,1060.726374,5
Zambia,2005,1126.950121,5
Zambia,2006,1206.852753,5
Zambia,2007,1293.897959,5
Zambia,2008,1365.215237,7
Zambia,2009,1430.217016,7
Zambia,2010,NA,NA
Zimbabwe,2000,NA,-3
Zimbabwe,2001,NA,-4
Zimbabwe,2002,NA,-4
Zimbabwe,2003,NA,-4
Zimbabwe,2004,NA,-4
Zimbabwe,2005,NA,-4
Zimbabwe,2006,NA,-4
Zimbabwe,2007,NA,-4
Zimbabwe,2008,NA,-4
Zimbabwe,2009,NA,1
Zimbabwe,2010,NA,NA
